108,0.0000012800
117,0.0000015200
127,0.0000014200
138,0.0000017000
150,0.0000017600
163,0.0000018200
177,0.0000017400
192,0.0000016400
208,0.0000019000
226,0.0000021000
245,0.0000021600
266,0.0000023800
288,0.0000020400
313,0.0000019800
339,0.0000020600
368,0.0000019200
400,0.0000021800
434,0.0000019600
471,0.0000017800
511,0.0000023600
554,0.0000020400
601,0.0000028200
652,0.0000021600
708,0.0000018200
768,0.0000020600
834,0.0000029000
904,0.0000020400
981,0.0000027600
1065,0.0000028600
1155,0.0000033000
1254,0.0000019400
1360,0.0000019200
1476,0.0000020600
1601,0.0000020600
1737,0.0000021000
1885,0.0000022600
2045,0.0000020800
2219,0.0000023000
2408,0.0000022800
2613,0.0000021400
2835,0.0000023400
3076,0.0000022200
3337,0.0000026200
3621,0.0000022200
3929,0.0000022800
4263,0.0000022800
4625,0.0000044600
5019,0.0000035000
5445,0.0000024000
5908,0.0000026200
6410,0.0000023600
6955,0.0000023400
7547,0.0000023200
8188,0.0000036000
8884,0.0000025200
9639,0.0000024000
10459,0.0000025000
11348,0.0000020800
12312,0.0000022200
13359,0.0000019600
14494,0.0000020000
15726,0.0000025600
17063,0.0000032400
18514,0.0000024600
20087,0.0000021400
21795,0.0000030400
23647,0.0000027600
25658,0.0000028800
27838,0.0000027000
30205,0.0000027200
32772,0.0000026000
35558,0.0000023800
38580,0.0000029600
41860,0.0000041800
45418,0.0000027200
49278,0.0000032400
53467,0.0000030800
58012,0.0000027800
62943,0.0000036000
68293,0.0000036800
74098,0.0000039000
80396,0.0000025000
87230,0.0000024400
94645,0.0000024200
102690,0.0000027400
111418,0.0000047200
120889,0.0000049200
131165,0.0000054800
142314,0.0000033800
154410,0.0000027600
167535,0.0000036600
181776,0.0000033600
197227,0.0000029200
213991,0.0000029800
232180,0.0000032400
251916,0.0000031400
273329,0.0000023200
296562,0.0000022200
321769,0.0000026600
349120,0.0000033600
