-2.00000000e+00  2.15201400e-12 
-1.80000000e+00  2.14623200e-12 
-1.60000000e+00  2.13812300e-12 
-1.40000000e+00  2.12092000e-12 
-1.20000000e+00  1.99835400e-12 
-1.00000000e+00  1.64535600e-12 
-8.00000000e-01  1.22286100e-12 
-6.00000000e-01  9.59542200e-13 
-4.00000000e-01  8.07045800e-13 
-2.00000000e-01  7.13236000e-13 
-2.77555756e-16  6.31071600e-13 
 2.00000000e-01  6.28811000e-13 
 4.00000000e-01  1.52927200e-12 
 6.00000000e-01  1.72802100e-12 
 8.00000000e-01  1.73121800e-12 
 1.00000000e+00  1.69084900e-12 
 1.20000000e+00  1.72192200e-12 
 1.40000000e+00  1.64184700e-12 
 1.60000000e+00  1.80219700e-12 
 1.80000000e+00  1.93829600e-12 
