-2.00000000e+00  1.10381300e-15 
-1.80000000e+00  1.10142800e-15 
-1.60000000e+00  1.09752600e-15 
-1.40000000e+00  1.09486900e-15 
-1.20000000e+00  1.08375700e-15 
-1.00000000e+00  1.03084900e-15 
-8.00000000e-01  9.26248600e-16 
-6.00000000e-01  8.44256100e-16 
-4.00000000e-01  7.97160900e-16 
-2.00000000e-01  7.70259000e-16 
-2.77555756e-16  7.51651100e-16 
 2.00000000e-01  7.38274300e-16 
 4.00000000e-01  7.78732400e-16 
 6.00000000e-01  1.09087700e-15 
 8.00000000e-01  1.10212600e-15 
 1.00000000e+00  1.10087900e-15 
 1.20000000e+00  1.10256000e-15 
 1.40000000e+00  1.10050100e-15 
 1.60000000e+00  1.10120500e-15 
 1.80000000e+00  1.09437900e-15 
