-2.00000000e+00  2.13056200e-12 
-1.80000000e+00  2.12814700e-12 
-1.60000000e+00  2.12107800e-12 
-1.40000000e+00  2.09487500e-12 
-1.20000000e+00  1.98428000e-12 
-1.00000000e+00  1.63114500e-12 
-8.00000000e-01  1.21088700e-12 
-6.00000000e-01  9.53158500e-13 
-4.00000000e-01  8.02687600e-13 
-2.00000000e-01  7.05656500e-13 
-2.77555756e-16  6.37313100e-13 
 2.00000000e-01  6.02080500e-13 
 4.00000000e-01  1.68262900e-12 
 6.00000000e-01  2.13981300e-12 
 8.00000000e-01  2.13998900e-12 
 1.00000000e+00  2.13823100e-12 
 1.20000000e+00  2.13697800e-12 
 1.40000000e+00  2.13608300e-12 
 1.60000000e+00  2.13523900e-12 
 1.80000000e+00  2.13437900e-12 
