 0.00000000e+00 -1.80000000e+00  0.00000000e+00  2.08826828e+04 
 5.00000000e-15 -1.79999957e+00  5.00000000e-15  2.08862141e+04 
 1.00000000e-14 -1.79999914e+00  1.00000000e-14  2.08871309e+04 
 2.00000000e-14 -1.79999828e+00  2.00000000e-14  2.08876014e+04 
 4.00000000e-14 -1.79999655e+00  4.00000000e-14  2.08873187e+04 
 8.00000000e-14 -1.79999311e+00  8.00000000e-14  2.08874838e+04 
 1.60000000e-13 -1.79998621e+00  1.60000000e-13  2.08872375e+04 
 3.20000000e-13 -1.79997242e+00  3.20000000e-13  2.08872592e+04 
 6.40000000e-13 -1.79994485e+00  6.40000000e-13  2.08868163e+04 
 1.14000000e-12 -1.79990176e+00  1.14000000e-12  2.08865278e+04 
 1.64000000e-12 -1.79985867e+00  1.64000000e-12  2.08859300e+04 
 2.14000000e-12 -1.79981558e+00  2.14000000e-12  2.08856371e+04 
 2.64000000e-12 -1.79977250e+00  2.64000000e-12  2.08850436e+04 
 3.14000000e-12 -1.79972941e+00  3.14000000e-12  2.08847465e+04 
 3.64000000e-12 -1.79968632e+00  3.64000000e-12  2.08841571e+04 
 4.14000000e-12 -1.79964323e+00  4.14000000e-12  2.08838559e+04 
 4.64000000e-12 -1.79960015e+00  4.64000000e-12  2.08832706e+04 
 5.14000000e-12 -1.79955706e+00  5.14000000e-12  2.08829654e+04 
 5.64000000e-12 -1.79951397e+00  5.64000000e-12  2.08823840e+04 
 6.14000000e-12 -1.79947089e+00  6.14000000e-12  2.08820750e+04 
 6.64000000e-12 -1.79942780e+00  6.64000000e-12  2.08814974e+04 
 7.14000000e-12 -1.79938471e+00  7.14000000e-12  2.08811846e+04 
 7.64000000e-12 -1.79934163e+00  7.64000000e-12  2.08806107e+04 
 8.14000000e-12 -1.79929854e+00  8.14000000e-12  2.08802943e+04 
 8.64000000e-12 -1.79925546e+00  8.64000000e-12  2.08797240e+04 
 9.14000000e-12 -1.79921237e+00  9.14000000e-12  2.08794040e+04 
 9.64000000e-12 -1.79916928e+00  9.64000000e-12  2.08788373e+04 
 1.01400000e-11 -1.79912620e+00  1.01400000e-11  2.08785138e+04 
 1.06400000e-11 -1.79908311e+00  1.06400000e-11  2.08779505e+04 
 1.11400000e-11 -1.79904003e+00  1.11400000e-11  2.08776237e+04 
 1.16400000e-11 -1.79899694e+00  1.16400000e-11  2.08770637e+04 
 1.21400000e-11 -1.79895386e+00  1.21400000e-11  2.08767336e+04 
 1.26400000e-11 -1.79891077e+00  1.26400000e-11  2.08761768e+04 
 1.31400000e-11 -1.79886769e+00  1.31400000e-11  2.08758435e+04 
 1.36400000e-11 -1.79882460e+00  1.36400000e-11  2.08752899e+04 
 1.41400000e-11 -1.79878152e+00  1.41400000e-11  2.08749535e+04 
 1.46400000e-11 -1.79873843e+00  1.46400000e-11  2.08744030e+04 
 1.51400000e-11 -1.79869535e+00  1.51400000e-11  2.08740636e+04 
 1.56400000e-11 -1.79865226e+00  1.56400000e-11  2.08735160e+04 
