 1.00000000e+01 -3.59371726e+00 
 1.00230524e+01 -3.60197265e+00 
 1.00461579e+01 -3.61024687e+00 
 1.00693167e+01 -3.61853996e+00 
 1.00925289e+01 -3.62685197e+00 
 1.01157945e+01 -3.63518293e+00 
 1.01391139e+01 -3.64353290e+00 
 1.01624869e+01 -3.65190190e+00 
 1.01859139e+01 -3.66028999e+00 
 1.02093948e+01 -3.66869721e+00 
 1.02329299e+01 -3.67712360e+00 
 1.02565193e+01 -3.68556919e+00 
 1.02801630e+01 -3.69403405e+00 
 1.03038612e+01 -3.70251820e+00 
 1.03276141e+01 -3.71102169e+00 
 1.03514217e+01 -3.71954456e+00 
 1.03752842e+01 -3.72808686e+00 
 1.03992017e+01 -3.73664863e+00 
 1.04231743e+01 -3.74522992e+00 
 1.04472022e+01 -3.75383076e+00 
 1.04712855e+01 -3.76245120e+00 
 1.04954243e+01 -3.77109129e+00 
 1.05196187e+01 -3.77975107e+00 
 1.05438690e+01 -3.78843057e+00 
 1.05681751e+01 -3.79712985e+00 
 1.05925373e+01 -3.80584896e+00 
 1.06169556e+01 -3.81458792e+00 
 1.06414302e+01 -3.82334680e+00 
 1.06659612e+01 -3.83212562e+00 
 1.06905488e+01 -3.84092444e+00 
 1.07151931e+01 -3.84974330e+00 
 1.07398941e+01 -3.85858225e+00 
 1.07646521e+01 -3.86744133e+00 
 1.07894672e+01 -3.87632058e+00 
 1.08143395e+01 -3.88522005e+00 
 1.08392691e+01 -3.89413979e+00 
 1.08642562e+01 -3.90307984e+00 
 1.08893009e+01 -3.91204024e+00 
 1.09144034e+01 -3.92102104e+00 
 1.09395637e+01 -3.93002228e+00 
 1.09647820e+01 -3.93904402e+00 
 1.09900584e+01 -3.94808629e+00 
 1.10153931e+01 -3.95714914e+00 
 1.10407862e+01 -3.96623262e+00 
 1.10662378e+01 -3.97533677e+00 
 1.10917482e+01 -3.98446164e+00 
 1.11173173e+01 -3.99360728e+00 
 1.11429453e+01 -4.00277372e+00 
 1.11686325e+01 -4.01196102e+00 
 1.11943788e+01 -4.02116923e+00 
 1.12201845e+01 -4.03039838e+00 
 1.12460497e+01 -4.03964853e+00 
 1.12719746e+01 -4.04891972e+00 
 1.12979591e+01 -4.05821200e+00 
 1.13240036e+01 -4.06752541e+00 
 1.13501082e+01 -4.07686001e+00 
 1.13762729e+01 -4.08621583e+00 
 1.14024979e+01 -4.09559293e+00 
 1.14287833e+01 -4.10499135e+00 
 1.14551294e+01 -4.11441115e+00 
 1.14815362e+01 -4.12385236e+00 
 1.15080039e+01 -4.13331503e+00 
 1.15345326e+01 -4.14279921e+00 
 1.15611224e+01 -4.15230496e+00 
