 1.00000000e+01 -2.05249212e-02 
 1.00230524e+01 -2.06194317e-02 
 1.00461579e+01 -2.07143762e-02 
 1.00693167e+01 -2.08097569e-02 
 1.00925289e+01 -2.09055757e-02 
 1.01157945e+01 -2.10018346e-02 
 1.01391139e+01 -2.10985357e-02 
 1.01624869e+01 -2.11956809e-02 
 1.01859139e+01 -2.12932723e-02 
 1.02093948e+01 -2.13913118e-02 
 1.02329299e+01 -2.14898017e-02 
 1.02565193e+01 -2.15887439e-02 
 1.02801630e+01 -2.16881404e-02 
 1.03038612e+01 -2.17879935e-02 
 1.03276141e+01 -2.18883050e-02 
 1.03514217e+01 -2.19890773e-02 
 1.03752842e+01 -2.20903122e-02 
 1.03992017e+01 -2.21920121e-02 
 1.04231743e+01 -2.22941789e-02 
 1.04472022e+01 -2.23968148e-02 
 1.04712855e+01 -2.24999220e-02 
 1.04954243e+01 -2.26035027e-02 
 1.05196187e+01 -2.27075589e-02 
 1.05438690e+01 -2.28120928e-02 
 1.05681751e+01 -2.29171067e-02 
 1.05925373e+01 -2.30226027e-02 
 1.06169556e+01 -2.31285830e-02 
 1.06414302e+01 -2.32350499e-02 
 1.06659612e+01 -2.33420055e-02 
 1.06905488e+01 -2.34494521e-02 
 1.07151931e+01 -2.35573919e-02 
 1.07398941e+01 -2.36658272e-02 
 1.07646521e+01 -2.37747603e-02 
 1.07894672e+01 -2.38841934e-02 
 1.08143395e+01 -2.39941287e-02 
 1.08392691e+01 -2.41045687e-02 
 1.08642562e+01 -2.42155155e-02 
 1.08893009e+01 -2.43269716e-02 
 1.09144034e+01 -2.44389392e-02 
 1.09395637e+01 -2.45514206e-02 
 1.09647820e+01 -2.46644183e-02 
 1.09900584e+01 -2.47779345e-02 
 1.10153931e+01 -2.48919716e-02 
 1.10407862e+01 -2.50065321e-02 
 1.10662378e+01 -2.51216183e-02 
 1.10917482e+01 -2.52372325e-02 
 1.11173173e+01 -2.53533772e-02 
 1.11429453e+01 -2.54700549e-02 
 1.11686325e+01 -2.55872679e-02 
 1.11943788e+01 -2.57050187e-02 
 1.12201845e+01 -2.58233098e-02 
 1.12460497e+01 -2.59421435e-02 
 1.12719746e+01 -2.60615224e-02 
 1.12979591e+01 -2.61814491e-02 
 1.13240036e+01 -2.63019258e-02 
 1.13501082e+01 -2.64229553e-02 
 1.13762729e+01 -2.65445399e-02 
 1.14024979e+01 -2.66666823e-02 
 1.14287833e+01 -2.67893849e-02 
 1.14551294e+01 -2.69126504e-02 
 1.14815362e+01 -2.70364812e-02 
 1.15080039e+01 -2.71608800e-02 
 1.15345326e+01 -2.72858493e-02 
 1.15611224e+01 -2.74113918e-02 
 1.15877736e+01 -2.75375101e-02 
 1.16144861e+01 -2.76642068e-02 
 1.16412603e+01 -2.77914844e-02 
 1.16680962e+01 -2.79193458e-02 
 1.16949939e+01 -2.80477934e-02 
 1.17219537e+01 -2.81768301e-02 
 1.17489755e+01 -2.83064584e-02 
 1.17760597e+01 -2.84366812e-02 
 1.18032064e+01 -2.85675010e-02 
 1.18304156e+01 -2.86989206e-02 
 1.18576875e+01 -2.88309427e-02 
 1.18850223e+01 -2.89635701e-02 
 1.19124201e+01 -2.90968056e-02 
 1.19398810e+01 -2.92306518e-02 
 1.19674053e+01 -2.93651117e-02 
 1.19949930e+01 -2.95001879e-02 
 1.20226443e+01 -2.96358833e-02 
 1.20503594e+01 -2.97722007e-02 
 1.20781384e+01 -2.99091429e-02 
 1.21059813e+01 -3.00467128e-02 
 1.21338885e+01 -3.01849132e-02 
 1.21618600e+01 -3.03237471e-02 
 1.21898960e+01 -3.04632172e-02 
 1.22179966e+01 -3.06033265e-02 
 1.22461620e+01 -3.07440779e-02 
 1.22743923e+01 -3.08854743e-02 
 1.23026877e+01 -3.10275186e-02 
 1.23310483e+01 -3.11702138e-02 
 1.23594743e+01 -3.13135629e-02 
 1.23879659e+01 -3.14575688e-02 
 1.24165231e+01 -3.16022346e-02 
 1.24451461e+01 -3.17475631e-02 
 1.24738351e+01 -3.18935574e-02 
 1.25025903e+01 -3.20402207e-02 
 1.25314117e+01 -3.21875558e-02 
 1.25602996e+01 -3.23355658e-02 
 1.25892541e+01 -3.24842539e-02 
 1.26182753e+01 -3.26336231e-02 
 1.26473635e+01 -3.27836765e-02 
 1.26765187e+01 -3.29344171e-02 
 1.27057411e+01 -3.30858483e-02 
 1.27350308e+01 -3.32379729e-02 
 1.27643881e+01 -3.33907944e-02 
 1.27938130e+01 -3.35443156e-02 
 1.28233058e+01 -3.36985400e-02 
 1.28528666e+01 -3.38534706e-02 
 1.28824955e+01 -3.40091107e-02 
 1.29121927e+01 -3.41654635e-02 
 1.29419584e+01 -3.43225322e-02 
 1.29717927e+01 -3.44803201e-02 
 1.30016958e+01 -3.46388304e-02 
 1.30316678e+01 -3.47980665e-02 
 1.30617089e+01 -3.49580315e-02 
 1.30918192e+01 -3.51187289e-02 
 1.31219990e+01 -3.52801620e-02 
 1.31522483e+01 -3.54423341e-02 
 1.31825674e+01 -3.56052485e-02 
 1.32129563e+01 -3.57689087e-02 
 1.32434154e+01 -3.59333179e-02 
 1.32739446e+01 -3.60984797e-02 
 1.33045442e+01 -3.62643973e-02 
 1.33352143e+01 -3.64310744e-02 
 1.33659552e+01 -3.65985142e-02 
 1.33967669e+01 -3.67667203e-02 
 1.34276496e+01 -3.69356961e-02 
 1.34586035e+01 -3.71054451e-02 
 1.34896288e+01 -3.72759709e-02 
 1.35207256e+01 -3.74472770e-02 
 1.35518941e+01 -3.76193668e-02 
 1.35831345e+01 -3.77922440e-02 
 1.36144468e+01 -3.79659121e-02 
 1.36458314e+01 -3.81403747e-02 
 1.36772883e+01 -3.83156354e-02 
 1.37088177e+01 -3.84916978e-02 
 1.37404198e+01 -3.86685656e-02 
 1.37720947e+01 -3.88462424e-02 
 1.38038426e+01 -3.90247319e-02 
 1.38356638e+01 -3.92040377e-02 
 1.38675583e+01 -3.93841636e-02 
 1.38995263e+01 -3.95651133e-02 
 1.39315680e+01 -3.97468905e-02 
 1.39636836e+01 -3.99294989e-02 
 1.39958732e+01 -4.01129424e-02 
 1.40281370e+01 -4.02972246e-02 
 1.40604752e+01 -4.04823495e-02 
 1.40928880e+01 -4.06683208e-02 
 1.41253754e+01 -4.08551423e-02 
 1.41579378e+01 -4.10428179e-02 
 1.41905752e+01 -4.12313515e-02 
 1.42232879e+01 -4.14207470e-02 
 1.42560759e+01 -4.16110082e-02 
 1.42889396e+01 -4.18021391e-02 
 1.43218790e+01 -4.19941436e-02 
 1.43548943e+01 -4.21870256e-02 
 1.43879858e+01 -4.23807892e-02 
 1.44211535e+01 -4.25754383e-02 
 1.44543977e+01 -4.27709769e-02 
 1.44877185e+01 -4.29674091e-02 
 1.45211162e+01 -4.31647389e-02 
 1.45545908e+01 -4.33629703e-02 
 1.45881426e+01 -4.35621075e-02 
 1.46217717e+01 -4.37621545e-02 
 1.46554784e+01 -4.39631154e-02 
 1.46892628e+01 -4.41649944e-02 
 1.47231250e+01 -4.43677956e-02 
 1.47570653e+01 -4.45715232e-02 
 1.47910839e+01 -4.47761814e-02 
 1.48251809e+01 -4.49817744e-02 
 1.48593564e+01 -4.51883064e-02 
 1.48936108e+01 -4.53957816e-02 
 1.49279441e+01 -4.56042044e-02 
 1.49623566e+01 -4.58135789e-02 
 1.49968484e+01 -4.60239095e-02 
 1.50314197e+01 -4.62352006e-02 
 1.50660707e+01 -4.64474564e-02 
 1.51008015e+01 -4.66606813e-02 
 1.51356125e+01 -4.68748797e-02 
 1.51705037e+01 -4.70900560e-02 
 1.52054753e+01 -4.73062146e-02 
 1.52405275e+01 -4.75233598e-02 
 1.52756606e+01 -4.77414963e-02 
 1.53108746e+01 -4.79606285e-02 
 1.53461698e+01 -4.81807607e-02 
 1.53815464e+01 -4.84018977e-02 
 1.54170045e+01 -4.86240438e-02 
