 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-07  6.28318530e-05  1.00000000e-07  5.71717888e-06 
 1.08400509e-07  6.81100486e-05  1.08400509e-07  6.19748766e-06 
 1.25201527e-07  7.86664396e-05  1.25201527e-07  7.15817848e-06 
 1.58803564e-07  9.97792217e-05  1.58803564e-07  9.07999981e-06 
 2.26007637e-07  1.42004786e-04  2.26007637e-07  1.29254011e-05 
 3.60415783e-07  2.26455913e-04  3.60415783e-07  2.06232376e-05 
 6.29232074e-07  3.95358162e-04  6.29232074e-07  3.60470420e-05 
 1.16686466e-06  7.33162621e-04  1.16686466e-06  6.70071403e-05 
 2.24212982e-06  1.40877125e-03  2.24212982e-06  1.29377007e-04 
 4.39266016e-06  2.75998627e-03  4.39266016e-06  2.55913128e-04 
 8.69372082e-06  5.46239873e-03  8.69372082e-06  5.16152568e-04 
 1.72958422e-05  1.08670842e-02  1.72958422e-05  1.06515380e-03 
 2.72958422e-05  1.71496427e-02  2.72958422e-05  1.75084424e-03 
 3.72958422e-05  2.34315241e-02  3.72958422e-05  2.48712074e-03 
 4.72958422e-05  2.97124805e-02  4.72958422e-05  3.27349581e-03 
 5.72958422e-05  3.59922638e-02  5.72958422e-05  4.10948414e-03 
 6.72958422e-05  4.22706263e-02  6.72958422e-05  4.99460256e-03 
 7.72958422e-05  4.85473200e-02  7.72958422e-05  5.92837005e-03 
 8.72958422e-05  5.48220971e-02  8.72958422e-05  6.91030769e-03 
 9.72958422e-05  6.10947100e-02  9.72958422e-05  7.93993868e-03 
 1.07295842e-04  6.73649109e-02  1.07295842e-04  9.01678828e-03 
 1.17295842e-04  7.36324524e-02  1.17295842e-04  1.01403838e-02 
 1.27295842e-04  7.98970870e-02  1.27295842e-04  1.13102547e-02 
 1.37295842e-04  8.61585674e-02  1.37295842e-04  1.25259323e-02 
 1.47295842e-04  9.24166464e-02  1.47295842e-04  1.37869501e-02 
 1.57295842e-04  9.86710769e-02  1.57295842e-04  1.50928435e-02 
 1.67295842e-04  1.04921612e-01  1.67295842e-04  1.64431498e-02 
 1.77295842e-04  1.11168005e-01  1.77295842e-04  1.78374086e-02 
 1.87295842e-04  1.17410009e-01  1.87295842e-04  1.92751610e-02 
 1.97295842e-04  1.23647379e-01  1.97295842e-04  2.07559503e-02 
 2.07295842e-04  1.29879866e-01  2.07295842e-04  2.22793218e-02 
 2.17295842e-04  1.36107227e-01  2.17295842e-04  2.38448225e-02 
 2.27295842e-04  1.42329214e-01  2.27295842e-04  2.54520014e-02 
 2.37295842e-04  1.48545582e-01  2.37295842e-04  2.71004094e-02 
 2.47295842e-04  1.54756086e-01  2.47295842e-04  2.87895991e-02 
 2.57295842e-04  1.60960480e-01  2.57295842e-04  3.05191252e-02 
 2.67295842e-04  1.67158520e-01  2.67295842e-04  3.22885439e-02 
 2.77295842e-04  1.73349961e-01  2.77295842e-04  3.40974136e-02 
 2.87295842e-04  1.79534558e-01  2.87295842e-04  3.59452943e-02 
 2.97295842e-04  1.85712068e-01  2.97295842e-04  3.78317479e-02 
 3.07295842e-04  1.91882246e-01  3.07295842e-04  3.97563378e-02 
 3.17295842e-04  1.98044848e-01  3.17295842e-04  4.17186295e-02 
 3.27295842e-04  2.04199633e-01  3.27295842e-04  4.37181902e-02 
 3.37295842e-04  2.10346355e-01  3.37295842e-04  4.57545887e-02 
 3.47295842e-04  2.16484774e-01  3.47295842e-04  4.78273956e-02 
 3.57295842e-04  2.22614646e-01  3.57295842e-04  4.99361832e-02 
 3.67295842e-04  2.28735730e-01  3.67295842e-04  5.20805257e-02 
