 8.78647300e-08  1.00000000e+00 
 5.28437550e-08  2.00000000e+00 
 3.76461950e-08  3.00000000e+00 
 2.92703400e-08  4.00000000e+00 
 2.39776750e-08  5.00000000e+00 
 2.02984250e-08  6.00000000e+00 
 1.76068800e-08  7.00000000e+00 
 1.55579565e-08  8.00000000e+00 
 1.39424400e-08  9.00000000e+00 
 1.26395405e-08  1.00000000e+01 
 1.15647380e-08  1.10000000e+01 
 1.06610230e-08  1.20000000e+01 
 9.89645000e-09  1.30000000e+01 
 9.23919000e-09  1.40000000e+01 
 8.65967550e-09  1.50000000e+01 
 8.15460350e-09  1.60000000e+01 
 7.71009000e-09  1.70000000e+01 
 7.31499450e-09  1.80000000e+01 
 6.95858000e-09  1.90000000e+01 
 6.63700700e-09  2.00000000e+01 
