 0.00000000e+00  0.00000000e+00 
 1.00000000e-14  1.54307875e+00 
 2.00000000e-14  1.57398131e+00 
 4.00000000e-14  1.59191209e+00 
 7.53640570e-14  1.58063935e+00 
 1.46092171e-13  1.58026313e+00 
 2.87548399e-13  1.56334423e+00 
 5.70460855e-13  1.54412960e+00 
 1.00000000e-12  1.50495532e+00 
 1.05658249e-12  1.50249641e+00 
 1.16974747e-12  1.49385729e+00 
 1.39607744e-12  1.47614503e+00 
 1.84873737e-12  1.44262178e+00 
 2.75405723e-12  1.38026595e+00 
 3.75405723e-12  1.32148848e+00 
 4.75405723e-12  1.27166970e+00 
 5.75405723e-12  1.22954030e+00 
 6.75405723e-12  1.19221635e+00 
 7.75405723e-12  1.16015507e+00 
 8.75405723e-12  1.13159019e+00 
 9.75405723e-12  1.10732432e+00 
 1.07540572e-11  1.08570441e+00 
 1.17540572e-11  1.06754324e+00 
 1.27540572e-11  1.05127899e+00 
 1.37540572e-11  1.03775349e+00 
 1.47540572e-11  1.02551568e+00 
 1.57540572e-11  1.01544252e+00 
 1.67540572e-11  1.00619081e+00 
 1.77540572e-11  9.98664048e-01 
 1.87540572e-11  9.91614564e-01 
 1.97540572e-11  9.85959657e-01 
 2.07540572e-11  9.80533347e-01 
 2.17540572e-11  9.76254826e-01 
 2.27540572e-11  9.72027490e-01 
 2.37540572e-11  9.68762902e-01 
 2.47540572e-11  9.65423913e-01 
 2.57540572e-11  9.62907474e-01 
 2.67540572e-11  9.60228254e-01 
 2.77540572e-11  9.58263794e-01 
 2.87540572e-11  9.56074831e-01 
 2.97540572e-11  9.54516402e-01 
 3.07540572e-11  9.52691004e-01 
 3.17540572e-11  9.51429328e-01 
 3.27540572e-11  9.49872378e-01 
 3.37540572e-11  9.48825545e-01 
 3.47540572e-11  9.47465825e-01 
 3.57540572e-11  9.46572952e-01 
 3.67540572e-11  9.45357916e-01 
 3.77540572e-11  9.44574820e-01 
 3.87540572e-11  9.43466981e-01 
 3.97540572e-11  9.42763141e-01 
 4.07540572e-11  9.41737498e-01 
 4.17540572e-11  9.41093828e-01 
 4.27540572e-11  9.40135899e-01 
 4.37540572e-11  9.39542977e-01 
 4.47540572e-11  9.38647164e-01 
