110,0.0000006000
121,0.0000006000
133,0.0000005000
146,0.0000007000
161,0.0000006000
177,0.0000006000
194,0.0000006000
214,0.0000005000
235,0.0000006000
259,0.0000006000
285,0.0000006000
313,0.0000007000
345,0.0000006000
379,0.0000010000
417,0.0000008000
459,0.0000006000
505,0.0000005000
555,0.0000010000
611,0.0000010000
672,0.0000006000
740,0.0000010000
814,0.0000017000
895,0.0000010000
984,0.0000009000
1083,0.0000009000
1191,0.0000011000
1311,0.0000010000
1442,0.0000010000
1586,0.0000009000
1744,0.0000011000
1919,0.0000010000
2111,0.0000011000
2322,0.0000010000
2554,0.0000018000
2810,0.0000010000
3091,0.0000009000
3400,0.0000013000
3740,0.0000010000
4114,0.0000010000
4525,0.0000013000
4978,0.0000012000
5476,0.0000016000
6024,0.0000014000
6626,0.0000010000
7289,0.0000013000
8017,0.0000009000
8819,0.0000008000
9701,0.0000011000
10671,0.0000011000
11739,0.0000010000
